source,target,te_forward,te_backward,net_te,dominant_direction
FC5,T10,0.004517,0.005953,-0.001435,T10->FC5
C1,AF3,0.011711,0.013146,-0.001435,AF3->C1
CPz,TP8,0.011604,0.01017,0.001434,CPz->TP8
T7,Oz,0.006438,0.005005,0.001433,T7->Oz
TP8,PO7,0.011297,0.009867,0.001431,TP8->PO7
Pz,P6,0.007084,0.005653,0.001431,Pz->P6
FC2,T10,0.002562,0.003993,-0.001431,T10->FC2
F8,P1,0.005831,0.007258,-0.001427,P1->F8
FC4,O1,0.003868,0.002441,0.001427,FC4->O1
CPz,Fz,0.010262,0.008839,0.001423,CPz->Fz
FC2,PO4,0.004233,0.002811,0.001422,FC2->PO4
C3,AF7,0.007421,0.00884,-0.001419,AF7->C3
C3,CP4,0.011874,0.010455,0.001419,C3->CP4
C1,T7,0.004255,0.002836,0.001419,C1->T7
C3,C2,0.00576,0.007178,-0.001419,C2->C3
CP3,F4,0.010062,0.008644,0.001418,CP3->F4
F1,TP7,0.005976,0.007389,-0.001414,TP7->F1
FC6,AF4,0.012938,0.011525,0.001413,FC6->AF4
CP6,P8,0.006581,0.005169,0.001412,CP6->P8
F8,P8,0.00671,0.005297,0.001412,F8->P8
C3,P2,0.01394,0.015352,-0.001411,P2->C3
C3,F6,0.00954,0.010949,-0.001409,F6->C3
P2,O1,0.009036,0.007631,0.001405,P2->O1
FCz,T9,0.002849,0.004254,-0.001405,T9->FCz
C5,F3,0.007918,0.006515,0.001403,C5->F3
P2,PO7,0.00895,0.00755,0.0014,P2->PO7
FC5,T8,0.004037,0.005436,-0.001399,T8->FC5
AF4,FT7,0.005613,0.004214,0.001399,AF4->FT7
FC1,PO7,0.003994,0.002595,0.001398,FC1->PO7
T9,P3,0.009475,0.00808,0.001395,T9->P3
CP3,CP1,0.002926,0.004317,-0.001391,CP1->CP3
C3,POz,0.012141,0.013532,-0.001391,POz->C3
FC6,P7,0.005469,0.004082,0.001387,FC6->P7
F5,Pz,0.00742,0.008805,-0.001385,Pz->F5
C5,CP4,0.008844,0.007459,0.001384,C5->CP4
FC5,F3,0.006573,0.007953,-0.00138,F3->FC5
CP4,T9,0.01221,0.010842,0.001369,CP4->T9
FC6,PO8,0.004691,0.003323,0.001368,FC6->PO8
C1,PO3,0.011029,0.012397,-0.001367,PO3->C1
F1,P1,0.008714,0.010079,-0.001366,P1->F1
Cz,CP2,0.003231,0.00459,-0.001359,CP2->Cz
TP8,P5,0.011116,0.009756,0.001359,TP8->P5
CP4,PO3,0.016912,0.018268,-0.001356,PO3->CP4
CP5,Iz,0.011262,0.009908,0.001354,CP5->Iz
FC4,PO8,0.004323,0.002974,0.001349,FC4->PO8
CP4,TP7,0.011824,0.010477,0.001346,CP4->TP7
P1,PO7,0.005254,0.003908,0.001346,P1->PO7
PO7,PO8,0.009859,0.008514,0.001344,PO7->PO8
Cz,PO7,0.011536,0.010193,0.001342,Cz->PO7
P7,PO8,0.010756,0.009415,0.001342,P7->PO8
FC5,AF4,0.006553,0.007888,-0.001335,AF4->FC5
AF8,Fz,0.009534,0.008207,0.001327,AF8->Fz
C6,Fz,0.007255,0.005928,0.001327,C6->Fz
FC4,T8,0.006045,0.004719,0.001326,FC4->T8
FT8,POz,0.004912,0.003587,0.001325,FT8->POz
FC6,FT7,0.006706,0.005383,0.001324,FC6->FT7
AF8,Pz,0.009032,0.007711,0.001321,AF8->Pz
FC4,CP2,0.002092,0.000776,0.001317,FC4->CP2
AF4,Fz,0.012022,0.010705,0.001316,AF4->Fz
FC6,F1,0.006668,0.005353,0.001315,FC6->F1
F7,Iz,0.00908,0.007766,0.001314,F7->Iz
C5,CP5,0.004253,0.002946,0.001307,C5->CP5
CP2,AF4,0.008178,0.006872,0.001307,CP2->AF4
CP6,O1,0.012718,0.011413,0.001305,CP6->O1
P3,O1,0.006519,0.005215,0.001305,P3->O1
C3,CP3,0.005371,0.004067,0.001304,C3->CP3
F5,O1,0.007778,0.006477,0.001301,F5->O1
Cz,T8,0.005201,0.003903,0.001298,Cz->T8
F7,P3,0.007744,0.006446,0.001298,F7->P3
T7,O2,0.006974,0.005681,0.001293,T7->O2
FC2,O2,0.004287,0.002993,0.001293,FC2->O2
FCz,O2,0.004569,0.003279,0.00129,FCz->O2
FC6,P6,0.005175,0.003886,0.001288,FC6->P6
T8,PO8,0.005728,0.004442,0.001285,T8->PO8
CP5,F1,0.006835,0.005552,0.001283,CP5->F1
C6,CP6,0.005284,0.004002,0.001282,C6->CP6
C2,P6,0.00933,0.00805,0.00128,C2->P6
FC5,C3,0.006254,0.007533,-0.001279,C3->FC5
P7,Pz,0.007299,0.008578,-0.001279,Pz->P7
CP5,P4,0.012981,0.014258,-0.001278,P4->CP5
T7,O1,0.00543,0.004155,0.001275,T7->O1
Cz,T7,0.003878,0.002603,0.001275,Cz->T7
FC4,P1,0.004893,0.003624,0.001269,FC4->P1
PO7,Iz,0.005101,0.006371,-0.001269,Iz->PO7
P2,Oz,0.007921,0.006653,0.001268,P2->Oz
CPz,PO3,0.013438,0.014703,-0.001265,PO3->CPz
Oz,O2,0.00267,0.003933,-0.001263,O2->Oz
FC6,O1,0.004213,0.00295,0.001263,FC6->O1
FT8,P2,0.004983,0.003722,0.001261,FT8->P2
F5,FT7,0.00628,0.00502,0.001259,F5->FT7
CP3,PO7,0.008226,0.009483,-0.001257,PO7->CP3
F1,P7,0.007129,0.008385,-0.001256,P7->F1
T8,O2,0.006894,0.005638,0.001256,T8->O2
F6,T7,0.008804,0.007549,0.001255,F6->T7
CP6,P2,0.006509,0.007762,-0.001252,P2->CP6
CP5,TP8,0.011551,0.010299,0.001251,CP5->TP8
F7,P6,0.009713,0.008462,0.001251,F7->P6
T7,POz,0.006358,0.005108,0.00125,T7->POz
FC2,C4,0.002682,0.003931,-0.001249,C4->FC2
FC4,P7,0.004709,0.003464,0.001245,FC4->P7
CP6,FT8,0.004363,0.00312,0.001243,CP6->FT8
T8,P7,0.007773,0.006531,0.001242,T8->P7
T7,PO8,0.007472,0.006231,0.001241,T7->PO8
C2,PO8,0.010002,0.008764,0.001238,C2->PO8
P1,Pz,0.003345,0.00458,-0.001235,Pz->P1
FC5,F4,0.004828,0.006062,-0.001234,F4->FC5
F5,PO8,0.009138,0.007906,0.001233,F5->PO8
AF4,F2,0.018007,0.016777,0.00123,AF4->F2
FC3,FT8,0.006022,0.007252,-0.001229,FT8->FC3
FC1,T9,0.003674,0.004904,-0.001229,T9->FC1
F4,F8,0.012616,0.013842,-0.001227,F8->F4
CP2,PO7,0.01281,0.011583,0.001227,CP2->PO7
FC1,CP1,0.003989,0.002763,0.001226,FC1->CP1
P7,P1,0.005101,0.006327,-0.001226,P1->P7
F8,P7,0.006399,0.005173,0.001226,F8->P7
Fz,TP8,0.009263,0.00804,0.001223,Fz->TP8
C3,T7,0.006034,0.004814,0.00122,C3->T7
C5,CPz,0.004333,0.005553,-0.00122,CPz->C5
CP2,AF7,0.007708,0.008925,-0.001217,AF7->CP2
CP1,F7,0.005056,0.006272,-0.001216,F7->CP1
C6,CPz,0.004139,0.00535,-0.001211,CPz->C6
F5,P6,0.009947,0.008738,0.001209,F5->P6
FC1,C5,0.004114,0.005322,-0.001208,C5->FC1
P2,PO8,0.005087,0.00388,0.001207,P2->PO8
FT8,Pz,0.004952,0.003745,0.001207,FT8->Pz
C2,AF8,0.00548,0.006685,-0.001205,AF8->C2
P8,POz,0.007379,0.008583,-0.001204,POz->P8
Cz,P6,0.013105,0.011905,0.0012,Cz->P6
F2,P8,0.009076,0.007879,0.001197,F2->P8
C4,CP5,0.007238,0.006043,0.001195,C4->CP5
FT8,O1,0.004546,0.003354,0.001192,FT8->O1
FC3,P2,0.005578,0.004386,0.001192,FC3->P2
F2,PO3,0.008248,0.009437,-0.00119,PO3->F2
Fz,T9,0.009345,0.010534,-0.001189,T9->Fz
FC3,PO8,0.004289,0.003102,0.001188,FC3->PO8
Cz,F6,0.008123,0.006936,0.001187,Cz->F6
Fz,P5,0.005886,0.007072,-0.001186,P5->Fz
Cz,F3,0.009245,0.00806,0.001185,Cz->F3
P1,Oz,0.007223,0.00604,0.001183,P1->Oz
FCz,TP7,0.002244,0.001061,0.001183,FCz->TP7
F7,F2,0.009387,0.008207,0.00118,F7->F2
CP1,F1,0.009514,0.008333,0.00118,CP1->F1
FC2,P3,0.004928,0.003749,0.001179,FC2->P3
FC4,F4,0.005904,0.007083,-0.001178,F4->FC4
FC6,Pz,0.005416,0.004239,0.001177,FC6->Pz
F1,T8,0.009223,0.00805,0.001174,F1->T8
Cz,F8,0.004631,0.005805,-0.001174,F8->Cz
FC2,Oz,0.003751,0.002578,0.001173,FC2->Oz
FC2,TP7,0.002973,0.0018,0.001173,FC2->TP7
C3,P5,0.006369,0.007539,-0.00117,P5->C3
CPz,F4,0.009833,0.008664,0.001169,CPz->F4
FC6,Oz,0.004801,0.003633,0.001168,FC6->Oz
Cz,AF3,0.011857,0.013025,-0.001168,AF3->Cz
F2,P7,0.008178,0.009344,-0.001166,P7->F2
CP3,Fz,0.009191,0.008029,0.001162,CP3->Fz
F1,FT8,0.006195,0.005033,0.001161,F1->FT8
T7,P6,0.007985,0.006826,0.001159,T7->P6
FC5,O2,0.002261,0.003418,-0.001157,O2->FC5
FCz,C4,0.002801,0.003958,-0.001157,C4->FCz
CP2,PO4,0.009792,0.008637,0.001155,CP2->PO4
F8,POz,0.005051,0.006206,-0.001155,POz->F8
F4,PO8,0.006725,0.00788,-0.001155,PO8->F4
CP6,F8,0.006226,0.00738,-0.001154,F8->CP6
FC1,PO3,0.004403,0.00325,0.001154,FC1->PO3
F3,P5,0.006622,0.007773,-0.001151,P5->F3
FCz,Oz,0.003688,0.002539,0.001148,FCz->Oz
FC3,FT7,0.005329,0.004182,0.001147,FC3->FT7
Cz,AF7,0.00794,0.009087,-0.001147,AF7->Cz
FC6,P1,0.006085,0.004938,0.001147,FC6->P1
P7,O2,0.009609,0.008464,0.001146,P7->O2
AF3,FT7,0.006055,0.004911,0.001144,AF3->FT7
C6,F1,0.008371,0.007228,0.001143,C6->F1
TP7,Oz,0.006939,0.005795,0.001143,TP7->Oz
T7,Pz,0.006186,0.005045,0.001141,T7->Pz
Cz,Oz,0.011763,0.012901,-0.001138,Oz->Cz
C1,CP4,0.009698,0.008561,0.001137,C1->CP4
C3,C1,0.005471,0.004334,0.001137,C3->C1
FC3,P5,0.003403,0.002266,0.001136,FC3->P5
CP4,F7,0.008754,0.009888,-0.001134,F7->CP4
F1,P3,0.009249,0.010383,-0.001133,P3->F1
C3,FT7,0.00518,0.004047,0.001133,C3->FT7
FC4,P8,0.004507,0.003377,0.001131,FC4->P8
FC5,AF7,0.007751,0.008882,-0.001131,AF7->FC5
FT8,Oz,0.004566,0.003442,0.001124,FT8->Oz
F6,P8,0.00788,0.006756,0.001123,F6->P8
F6,P7,0.007286,0.008408,-0.001123,P7->F6
Fp2,FT7,0.004931,0.00381,0.001121,Fp2->FT7
AF4,P4,0.01097,0.009849,0.001121,AF4->P4
FC4,P3,0.004863,0.003745,0.001117,FC4->P3
P5,POz,0.00441,0.005526,-0.001116,POz->P5
T10,P7,0.007856,0.006741,0.001114,T10->P7
PO7,O1,0.002934,0.001823,0.001111,PO7->O1
CP5,P6,0.015603,0.014493,0.001111,CP5->P6
POz,Iz,0.005692,0.006803,-0.001111,Iz->POz
Fz,P6,0.007726,0.006616,0.00111,Fz->P6
FC3,POz,0.005342,0.004233,0.001109,FC3->POz
CP1,P7,0.008662,0.007555,0.001108,CP1->P7
Fz,P1,0.008098,0.009205,-0.001107,P1->Fz
TP8,O1,0.010165,0.009058,0.001107,TP8->O1
FC6,CP4,0.005791,0.004685,0.001106,FC6->CP4
FC3,FCz,0.004489,0.003385,0.001105,FC3->FCz
FC6,FT8,0.012118,0.011014,0.001104,FC6->FT8
CP3,O1,0.011479,0.012583,-0.001104,O1->CP3
CPz,O1,0.014231,0.015331,-0.001099,O1->CPz
CP2,T8,0.004499,0.0034,0.001099,CP2->T8
P1,PO4,0.009562,0.008465,0.001097,P1->PO4
CP5,Fz,0.006412,0.005315,0.001097,CP5->Fz
PO8,O1,0.006755,0.007851,-0.001095,O1->PO8
F7,T10,0.011279,0.010184,0.001095,F7->T10
AF4,P3,0.013143,0.012052,0.001091,AF4->P3
T7,P5,0.004025,0.005115,-0.00109,P5->T7
F8,P2,0.004848,0.005937,-0.001089,P2->F8
F6,TP8,0.009425,0.008335,0.001089,F6->TP8
FC6,PO3,0.005237,0.004149,0.001088,FC6->PO3
FC5,Fz,0.00273,0.003815,-0.001085,Fz->FC5
C4,T7,0.005921,0.004837,0.001083,C4->T7
C1,CP5,0.002943,0.001861,0.001082,C1->CP5
FC6,F5,0.012052,0.010972,0.00108,FC6->F5
F5,P7,0.008885,0.007806,0.00108,F5->P7
C1,PO7,0.010253,0.009173,0.00108,C1->PO7
P2,P8,0.007272,0.006194,0.001078,P2->P8
FT8,P4,0.004379,0.003302,0.001077,FT8->P4
FC6,POz,0.005453,0.004378,0.001075,FC6->POz
Fp1,T9,0.013843,0.012768,0.001075,Fp1->T9
C6,CP1,0.004703,0.005778,-0.001075,CP1->C6
CP6,AF4,0.010448,0.011522,-0.001074,AF4->CP6
CPz,CP2,0.002537,0.003608,-0.001072,CP2->CPz
FC4,Iz,0.004952,0.00388,0.001072,FC4->Iz
FC5,PO4,0.002257,0.003328,-0.001071,PO4->FC5
T8,P4,0.00531,0.00424,0.00107,T8->P4
CP3,Oz,0.013279,0.014347,-0.001069,Oz->CP3
AFz,F8,0.007965,0.006897,0.001068,AFz->F8
FC2,POz,0.004977,0.003909,0.001068,FC2->POz
CP6,PO8,0.006995,0.005929,0.001066,CP6->PO8
FT8,PO4,0.004429,0.003365,0.001065,FT8->PO4
Fz,Iz,0.009032,0.007973,0.00106,Fz->Iz
C6,F5,0.011772,0.012831,-0.001059,F5->C6
F4,FT8,0.006523,0.005467,0.001056,F4->FT8
CP1,AF4,0.01058,0.011635,-0.001055,AF4->CP1
FC3,PO4,0.005315,0.004262,0.001054,FC3->PO4
F8,PO8,0.00596,0.004906,0.001054,F8->PO8
CP2,PO8,0.008,0.006947,0.001053,CP2->PO8
TP7,TP8,0.007663,0.008712,-0.001049,TP8->TP7
P4,P8,0.004299,0.003251,0.001047,P4->P8
C1,F3,0.009776,0.00873,0.001046,C1->F3
Fpz,FT7,0.004672,0.003628,0.001044,Fpz->FT7
C1,AF4,0.009568,0.010608,-0.00104,AF4->C1
CP2,AF3,0.009125,0.010163,-0.001038,AF3->CP2
F8,P6,0.00632,0.005283,0.001037,F8->P6
F7,PO4,0.007233,0.006197,0.001036,F7->PO4
FCz,P4,0.004517,0.003482,0.001035,FCz->P4
FCz,C5,0.002829,0.003863,-0.001034,C5->FCz
FC3,Pz,0.005511,0.004477,0.001034,FC3->Pz
Fz,Pz,0.008436,0.009469,-0.001033,Pz->Fz
F2,T9,0.01151,0.012543,-0.001033,T9->F2
FC6,P8,0.005146,0.004113,0.001032,FC6->P8
CP2,T9,0.008687,0.007655,0.001032,CP2->T9
F1,PO4,0.008826,0.007795,0.001031,F1->PO4
Pz,P8,0.009233,0.008203,0.00103,Pz->P8
AF7,F8,0.008615,0.007589,0.001026,AF7->F8
FC1,C3,0.005218,0.006244,-0.001026,C3->FC1
F2,F8,0.009027,0.010052,-0.001025,F8->F2
CP6,Oz,0.011637,0.010615,0.001022,CP6->Oz
F6,Oz,0.006598,0.007618,-0.001021,Oz->F6
Fz,O2,0.007988,0.006967,0.00102,Fz->O2
CP5,CP4,0.009289,0.010308,-0.001019,CP4->CP5
FC5,P4,0.002503,0.00352,-0.001018,P4->FC5
P3,P6,0.011338,0.012355,-0.001017,P6->P3
FC6,TP7,0.005247,0.004229,0.001017,FC6->TP7
P4,O1,0.010056,0.00904,0.001016,P4->O1
PO7,PO4,0.010043,0.009029,0.001015,PO7->PO4
F8,O1,0.005002,0.00399,0.001012,F8->O1
FC6,TP8,0.008601,0.007589,0.001012,FC6->TP8
CPz,P3,0.0121,0.013109,-0.00101,P3->CPz
CP5,O2,0.011562,0.010552,0.00101,CP5->O2
FC4,PO4,0.003711,0.002702,0.001009,FC4->PO4
F2,F4,0.004464,0.003455,0.001009,F2->F4
F7,FT7,0.006075,0.005066,0.001009,F7->FT7
PO7,Oz,0.005203,0.004195,0.001008,PO7->Oz
FT8,T8,0.005673,0.006681,-0.001007,T8->FT8
F3,P1,0.008228,0.009234,-0.001006,P1->F3
O1,O2,0.004758,0.005764,-0.001006,O2->O1
Cz,CP1,0.004021,0.005027,-0.001005,CP1->Cz
CP5,TP7,0.00625,0.007255,-0.001005,TP7->CP5
FC5,FC4,0.006365,0.007369,-0.001004,FC4->FC5
P7,POz,0.007031,0.008034,-0.001004,POz->P7
FC5,P2,0.002494,0.003497,-0.001003,P2->FC5
FC6,PO4,0.00406,0.003059,0.001001,FC6->PO4
TP8,Pz,0.009301,0.008301,0.001,TP8->Pz
CP5,CP6,0.011874,0.010874,0.001,CP5->CP6
FC6,T7,0.006412,0.005413,0.000999,FC6->T7
CP6,F5,0.010773,0.011765,-0.000992,F5->CP6
F6,O2,0.006201,0.007193,-0.000991,O2->F6
T9,T10,0.00583,0.006817,-0.000987,T10->T9
FC4,C1,0.004464,0.00348,0.000984,FC4->C1
FC5,Cz,0.005079,0.004097,0.000983,FC5->Cz
F1,O1,0.00829,0.007308,0.000982,F1->O1
FCz,AF8,0.00282,0.001838,0.000982,FCz->AF8
C4,F5,0.009786,0.010765,-0.000979,F5->C4
AF8,F3,0.009955,0.008981,0.000975,AF8->F3
T10,TP7,0.006773,0.0058,0.000973,T10->TP7
C6,F3,0.010176,0.009208,0.000968,C6->F3
AF4,P5,0.011491,0.010525,0.000967,AF4->P5
FC6,C3,0.008439,0.007473,0.000966,FC6->C3
T8,TP7,0.006429,0.005464,0.000965,T8->TP7
FC2,F1,0.004031,0.004993,-0.000963,F1->FC2
F7,Fz,0.008802,0.007842,0.00096,F7->Fz
FC5,FT8,0.004084,0.005044,-0.00096,FT8->FC5
CP5,T7,0.006157,0.005199,0.000958,CP5->T7
P6,O2,0.003212,0.004169,-0.000957,O2->P6
CP5,CP1,0.001806,0.002761,-0.000955,CP1->CP5
F1,F8,0.005485,0.00644,-0.000955,F8->F1
Fz,P3,0.008899,0.009854,-0.000954,P3->Fz
C5,F7,0.009054,0.0081,0.000954,C5->F7
CP2,F7,0.004169,0.003218,0.000951,CP2->F7
FC6,F6,0.013785,0.014735,-0.00095,F6->FC6
FC3,C3,0.00784,0.006891,0.000949,FC3->C3
C4,P6,0.009211,0.008264,0.000947,C4->P6
FCz,FT8,0.002858,0.003803,-0.000946,FT8->FCz
AFz,AF8,0.011025,0.01197,-0.000946,AF8->AFz
P5,PO8,0.010113,0.009168,0.000945,P5->PO8
F2,F6,0.011214,0.010269,0.000945,F2->F6
FC5,T9,0.003987,0.004931,-0.000944,T9->FC5
P1,P2,0.005032,0.005976,-0.000944,P2->P1
CP3,T7,0.004576,0.003633,0.000943,CP3->T7
FC3,T7,0.003678,0.002735,0.000943,FC3->T7
F1,T10,0.009822,0.010763,-0.000942,T10->F1
F4,F6,0.014409,0.015347,-0.000938,F6->F4
O2,Iz,0.004341,0.005279,-0.000938,Iz->O2
P6,POz,0.005336,0.006272,-0.000936,POz->P6
CP6,F4,0.008227,0.007294,0.000933,CP6->F4
F1,T7,0.005377,0.00631,-0.000933,T7->F1
F6,O1,0.006308,0.00724,-0.000932,O1->F6
FC6,CP2,0.002164,0.001233,0.000931,FC6->CP2
C1,PO4,0.014862,0.015793,-0.000931,PO4->C1
FC6,P3,0.006106,0.005178,0.000928,FC6->P3
FC2,C5,0.003137,0.004062,-0.000924,C5->FC2
F3,P3,0.008247,0.009169,-0.000922,P3->F3
F2,PO8,0.007835,0.006914,0.000921,F2->PO8
CP6,P4,0.004561,0.00548,-0.00092,P4->CP6
Fz,TP7,0.00614,0.007059,-0.000918,TP7->Fz
C4,CP2,0.002593,0.003511,-0.000918,CP2->C4
FC4,TP8,0.006315,0.005399,0.000916,FC4->TP8
FC5,CP2,0.000488,0.001403,-0.000915,CP2->FC5
AF4,Pz,0.010795,0.01171,-0.000915,Pz->AF4
PO4,O2,0.003248,0.004162,-0.000914,O2->PO4
F3,F6,0.010445,0.011357,-0.000912,F6->F3
F5,Oz,0.008458,0.00755,0.000909,F5->Oz
FC1,P7,0.003459,0.002553,0.000906,FC1->P7
F3,Fz,0.003594,0.0045,-0.000906,Fz->F3
FC5,F2,0.00373,0.004635,-0.000904,F2->FC5
F7,F1,0.011599,0.010696,0.000904,F7->F1
F5,PO7,0.008847,0.007944,0.000903,F5->PO7
CP1,TP8,0.012091,0.011188,0.000903,CP1->TP8
FC5,C2,0.003063,0.003964,-0.000901,C2->FC5
FC5,POz,0.002718,0.00362,-0.000901,POz->FC5
C6,AF8,0.006308,0.005407,0.000901,C6->AF8
CP1,TP7,0.006304,0.005406,0.000898,CP1->TP7
FC5,CP6,0.005058,0.005955,-0.000897,CP6->FC5
C1,Cz,0.002342,0.00324,-0.000897,Cz->C1
T7,TP8,0.006641,0.007537,-0.000896,TP8->T7
FC3,Fp2,0.005263,0.006159,-0.000896,Fp2->FC3
Cz,PO4,0.014027,0.014921,-0.000894,PO4->Cz
FC1,O1,0.003603,0.002709,0.000894,FC1->O1
C2,F8,0.003734,0.004627,-0.000894,F8->C2
CP6,POz,0.009914,0.010807,-0.000893,POz->CP6
FC5,FC1,0.003853,0.004745,-0.000892,FC1->FC5
FC2,P4,0.003988,0.003095,0.000892,FC2->P4
T8,Iz,0.007723,0.006832,0.000892,T8->Iz
P3,P8,0.012868,0.013759,-0.000891,P8->P3
C2,CP6,0.002908,0.002019,0.000889,C2->CP6
P6,PO3,0.010849,0.00996,0.000889,P6->PO3
CPz,F3,0.009306,0.008418,0.000888,CPz->F3
FC5,Pz,0.002603,0.003489,-0.000885,Pz->FC5
FC1,C4,0.004245,0.00513,-0.000884,C4->FC1
C2,T7,0.004208,0.003326,0.000882,C2->T7
P5,P4,0.009661,0.010543,-0.000882,P4->P5
P4,POz,0.005368,0.00625,-0.000882,POz->P4
FC6,Fz,0.005593,0.004713,0.00088,FC6->Fz
P2,P6,0.004605,0.003725,0.00088,P2->P6
F1,P6,0.00845,0.00757,0.000879,F1->P6
F2,PO7,0.008059,0.008937,-0.000878,PO7->F2
CP1,T7,0.004658,0.003781,0.000877,CP1->T7
FC4,C5,0.005567,0.006438,-0.000872,C5->FC4
FC3,CPz,0.005362,0.004491,0.000871,FC3->CPz
FT8,P7,0.003712,0.002845,0.000868,FT8->P7
F5,PO3,0.008071,0.007203,0.000868,F5->PO3
FC6,O2,0.00472,0.003853,0.000867,FC6->O2
CP2,O2,0.009861,0.008997,0.000864,CP2->O2
FC3,C4,0.005498,0.006362,-0.000864,C4->FC3
TP7,O2,0.00793,0.007066,0.000864,TP7->O2
FC4,POz,0.004538,0.003674,0.000864,FC4->POz
FC6,CP5,0.006191,0.00533,0.000861,FC6->CP5
CP3,F5,0.007378,0.008236,-0.000858,F5->CP3
CP1,F8,0.005019,0.005876,-0.000857,F8->CP1
TP8,P2,0.00794,0.007084,0.000856,TP8->P2
FC6,C5,0.008413,0.007557,0.000855,FC6->C5
FC6,F2,0.00699,0.006135,0.000854,FC6->F2
Fz,F6,0.007756,0.006902,0.000854,Fz->F6
F5,PO4,0.008051,0.007199,0.000852,F5->PO4
F7,F3,0.018186,0.017337,0.000849,F7->F3
P1,POz,0.003864,0.00471,-0.000846,POz->P1
FCz,Pz,0.004448,0.005292,-0.000844,Pz->FCz
F6,PO4,0.006283,0.007125,-0.000841,PO4->F6
CP6,F6,0.007347,0.008187,-0.00084,F6->CP6
F3,P8,0.009624,0.008786,0.000839,F3->P8
P7,PO4,0.011153,0.010314,0.000839,P7->PO4
FC5,P3,0.002201,0.00304,-0.000838,P3->FC5
FT8,O2,0.004968,0.00413,0.000838,FT8->O2
CP6,T7,0.008486,0.00765,0.000837,CP6->T7
CP5,Oz,0.009809,0.008973,0.000836,CP5->Oz
FC1,F4,0.004511,0.005346,-0.000834,F4->FC1
FC2,AF4,0.005879,0.005045,0.000834,FC2->AF4
F2,TP7,0.007701,0.008534,-0.000833,TP7->F2
F1,POz,0.007805,0.008635,-0.00083,POz->F1
Fp2,T10,0.011785,0.010956,0.000829,Fp2->T10
C1,Oz,0.01149,0.012318,-0.000827,Oz->C1
Cz,C6,0.004314,0.003488,0.000826,Cz->C6
FC5,T7,0.004938,0.005763,-0.000826,T7->FC5
FC1,POz,0.00501,0.004185,0.000825,FC1->POz
C2,PO3,0.014389,0.013566,0.000823,C2->PO3
FC1,P8,0.004123,0.0033,0.000823,FC1->P8
CP4,PO8,0.009018,0.008199,0.000818,CP4->PO8
F8,Oz,0.005558,0.00474,0.000818,F8->Oz
Cz,PO3,0.012452,0.013269,-0.000817,PO3->Cz
FCz,FC4,0.002875,0.003692,-0.000816,FC4->FCz
C6,P6,0.007072,0.006259,0.000813,C6->P6
FC4,Oz,0.003947,0.003134,0.000813,FC4->Oz
FC2,F3,0.004654,0.003842,0.000812,FC2->F3
FC1,F2,0.005153,0.005962,-0.000809,F2->FC1
F3,FT8,0.006744,0.005935,0.000808,F3->FT8
TP8,Iz,0.009072,0.009879,-0.000807,Iz->TP8
FT8,PO8,0.003137,0.002334,0.000803,FT8->PO8
FC3,P7,0.003435,0.002632,0.000803,FC3->P7
F6,T8,0.008319,0.007517,0.000802,F6->T8
C2,O2,0.011838,0.011037,0.000801,C2->O2
FCz,F3,0.003925,0.003125,0.0008,FCz->F3
F5,POz,0.007329,0.008128,-0.000799,POz->F5
CP5,O1,0.007959,0.007162,0.000797,CP5->O1
FC3,Fpz,0.006186,0.006979,-0.000792,Fpz->FC3
FC4,AFz,0.006157,0.005368,0.000789,FC4->AFz
C2,F6,0.007441,0.006651,0.000789,C2->F6
C3,PO7,0.008769,0.007982,0.000787,C3->PO7
C6,F4,0.008684,0.007899,0.000785,C6->F4
FC3,C2,0.004712,0.003926,0.000785,FC3->C2
F8,PO4,0.005272,0.004488,0.000784,F8->PO4
P3,PO3,0.003916,0.003133,0.000783,P3->PO3
FC3,F2,0.005713,0.006494,-0.000781,F2->FC3
C5,T9,0.0095,0.01028,-0.00078,T9->C5
CP3,T8,0.008016,0.00724,0.000775,CP3->T8
P1,PO8,0.008925,0.008152,0.000773,P1->PO8
C2,CP2,0.001848,0.002621,-0.000773,CP2->C2
CP6,PO3,0.014214,0.013442,0.000772,CP6->PO3
C5,C3,0.005576,0.006344,-0.000768,C3->C5
FC3,TP7,0.002555,0.001787,0.000767,FC3->TP7
CP4,P6,0.007783,0.007016,0.000767,CP4->P6
CP3,O2,0.015788,0.016554,-0.000767,O2->CP3
F3,Oz,0.007605,0.008371,-0.000766,Oz->F3
F1,P4,0.008337,0.009099,-0.000762,P4->F1
PO8,Oz,0.004954,0.005714,-0.00076,Oz->PO8
CP5,F5,0.008741,0.0095,-0.000759,F5->CP5
Pz,O2,0.007268,0.006509,0.000759,Pz->O2
CP6,F2,0.00772,0.006962,0.000759,CP6->F2
CP1,O1,0.01229,0.013045,-0.000754,O1->CP1
C3,AF3,0.012769,0.013522,-0.000753,AF3->C3
TP8,POz,0.008926,0.008173,0.000753,TP8->POz
FC3,FC2,0.004231,0.003479,0.000752,FC3->FC2
AF3,T9,0.01306,0.012309,0.000751,AF3->T9
FC3,AF3,0.008929,0.009677,-0.000748,AF3->FC3
C2,C6,0.00322,0.003969,-0.000748,C6->C2
AFz,T7,0.00749,0.006747,0.000744,AFz->T7
FC4,CP6,0.004639,0.003895,0.000744,FC4->CP6
C1,P5,0.008533,0.00779,0.000743,C1->P5
